,,,,,,,,,,,,,,,,,LATITUD,LONGITUD,DISTRITO,TIPO,
10693912,Grupo crianza pac�fico,314,1,1,"M,J",2018-06-05 00:00:00.0,2018-06-26 23:59:00.0,16:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5e09762c81603610VgnVCM1000001d4a900aRCRD,Grupo crianza pac�fico,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8404d4017fc11610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9928722c91042510VgnVCM1000000b205a0aRCRD,Centro Cultural Dao�z y Velarde,442514,4472633,40.3463626833418,-3.70852439589738,VILLAVERDE,,/usuario/Jovenes
10730149,Grupo cubano.,315,1,0,,2018-07-01 00:00:00.0,2018-07-01 23:59:00.0,20:30,"Programa:    20:30 h Grupo cubano.  22:00 h Cherry &amp; The Ladies  24:00 h Sesi�n audiovisual luz, sonido y l�ser.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5662fe36718f3610VgnVCM2000001f4a900aRCRD,Fiestas del Distrito de Tetu�n 2018,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b9e667c2ff2f3610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a7a655b6e783e210VgnVCM1000000b205a0aRCRD,Parque Agust�n Rodr�guez Sahag�n,440331,4480188,,,,/contenido/actividades/Fiestas,
10725206,"Grupo de apoyo ante la ruptura de pareja, en  CAF 6",316,1,0,,2018-06-20 00:00:00.0,2018-06-20 23:59:00.0,10:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d6f397094bfc3610VgnVCM1000001d4a900aRCRD,"Grupo de apoyo ante la ruptura de pareja, en  CAF 6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=56a538a3eba18510VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=306e14c4d661c010VgnVCM1000000b205a0aRCRD,Centro de Apoyo a las Familias CAF 6,439364,4480655,40.4468185923003,-3.57274116382091,SAN BLAS-CANILLEJAS,/contenido/actividades/DanzaBaile,"/usuario/Mujeres,/usuario/Familias"
10725159,Grupo de j�venes en CAF 4,317,1,0,,2018-06-26 00:00:00.0,2018-06-26 23:59:00.0,18:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=210f97094bfc3610VgnVCM1000001d4a900aRCRD,Grupo de j�venes en CAF 4,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e54678e5c72e8510VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=98a4085f5181c010VgnVCM1000000b205a0aRCRD,Centro de Apoyo a las Familias CAF 4,443216,4470748,40.4280288900188,-3.71018235358184,CENTRO,/contenido/actividades/DanzaBaile,"/usuario/Mujeres,/usuario/Familias"
10713842,Grupo de teatro La Incolora,318,1,0,,2018-06-27 00:00:00.0,2018-06-27 23:59:00.0,19:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=54c2a43607c83610VgnVCM1000001d4a900aRCRD,Grupo de teatro La Incolora,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=785fa43607c83610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d9743d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural �gata (Villaverde),442001,4471735,40.4141029084467,-3.70985912127359,CENTRO,/contenido/actividades/CuentacuentosTiteresMarionetas,
10408225,Grupo Vermoo,319,1,0,,2018-06-22 00:00:00.0,2018-06-22 23:59:00.0,21:00,Actuaci�n Grupos del Barrio,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=19a793e0815cc510VgnVCM2000001f4a900aRCRD,Fiesta del Fuego,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c7572cbf3ee07510VgnVCM1000001d4a900aRCRD,,,,,40.3924137495332,-3.69724768588423,ARGANZUELA,/contenido/actividades/RecitalesPresentacionesActosLiterarios,
10719551,Guerreras 2018,320,1,0,,2018-06-17 00:00:00.0,2018-06-17 23:59:00.0,12:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=52db40b6bdba3610VgnVCM1000001d4a900aRCRD,Guerreras 2018,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=37da40b6bdba3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b790e37de110f210VgnVCM1000000b205a0aRCRD,Centro Cultural Jos� Luis L�pez V�zquez (San Blas - Canillejas),451431,4477509,40.4923182843088,-3.69063420812033,FUENCARRAL-EL PARDO,,
10727514,Guider Tour,321,1,0,,2018-06-20 00:00:00.0,2018-06-20 23:59:00.0,00:00,Primer pase: 18 horas.  Segundo pase: 18:30 horas.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c864135df1ed3610VgnVCM1000001d4a900aRCRD,Guider Tour,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3c12135df1ed3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Conde Duque,439869,4475716,40.393612303426,-3.65560738680985,PUENTE DE VALLECAS,/contenido/actividades/ConferenciasColoquios,
10724616,Hab�a una vez unas p�ginas en blanco con Laboratoria,322,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,12:00,"Vamos a leer un cuento, pero no hay ning�n libro, s�lo hay unas hojas en blanco?  Es la historia de un cuento en el que nunca pasa nada, nunca pasa nada, hasta que un d�a?  Un cuento va naciendo ante los ojos de los ni�os, con elementos muy sencillos y aparentemente de manera espont�nea. La magia de que una ilustraci�n surja ante nuestros ojos, de que los personajes tomen vida y dejen su huella en las p�ginas, hacen que este cuento, m�s que un cuento sea un teatro, y m�s que un teatro sea un libro.  Para ni�as y ni�os de 3 a 5 a�os.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=078c5a7ca5fc3610VgnVCM1000001d4a900aRCRD,Cuentos infantiles en la Biblioteca P�blica Municipal Iv�n de Vargas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5f1bf2d83c2f1510VgnVCM2000000c205a0aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0b60e92be3c5e210VgnVCM1000000b205a0aRCRD,Biblioteca P�blica Municipal Iv�n de Vargas (Centro),439775,4473962,40.393612303426,-3.65560738680985,PUENTE DE VALLECAS,/contenido/actividades/ConferenciasColoquios,"/usuario/Ni�os,/usuario/Familias"
10711996,Habitar el aire. Santiago Cirugeda,323,1,1,"M,X,V,S,D",2018-06-07 00:00:00.0,2018-06-30 23:59:00.0,00:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=52b3418246283610VgnVCM1000001d4a900aRCRD,Habitar el aire. Santiago Cirugeda,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b3c1418246283610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4582ee06ea5ee310VgnVCM2000000c205a0aRCRD,Naves Matadero. Centro Internacional Artes Vivas,440825,4471546,,,,,
7202895,Habla con El�as y educaci�n de calle,324,1,1,J,2018-06-07 00:00:00.0,2018-06-21 23:59:00.0,17:00,"Pregunta cualquier duda que tengas sobre alimentaci�n, sexualidad, h�bitos saludables? El�as, el educador colaborador con el  CMS ,constestar� todas tus dudas.      Fecha y hora de celebraci�n:  los jueves 7 y 21 de junio, de 17 a 19 horas.   Periodo de inscripci�n:  no es necesaria inscripci�n.         e-mail:  actividadeshontalbilla@gmail.com   Tel�fono: 917 342 878  Horario de informaci�n: mi�rcoles y jueves de 12:30 a 14 horas y de 16:30 a 20:30 horas.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4229edf67e992410VgnVCM2000000c205a0aRCRD,Actividades en el centro juvenil 'Hontalbilla' (Fuencarral - El Pardo). Junio 2018,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d868027e7628d310VgnVCM1000000b205a0aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=afc93331c9ee2210VgnVCM2000000c205a0aRCRD,Centro Juvenil Hontalbilla (Fuencarral - El Pardo),441474,4482632,40.4690329914409,-3.6976620067965,TETUAN,/contenido/actividades/CuentacuentosTiteresMarionetas,/usuario/Jovenes
10721857,Historia de la Mitolog�a contada a trav�s de los grandes genios II,325,1,0,,2018-06-18 00:00:00.0,2018-06-18 23:59:00.0,19:00,Ciclo Mitolog�a.   Ponente: Beatriz Jorge.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=830dbb427e5b3610VgnVCM2000001f4a900aRCRD,Actividades en el Centro Sociocultural Alberto S�nchez,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d38b051b722e1610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=20a43d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural Alberto S�nchez (Puente de Vallecas),444360,4471652,40.460559472287,-3.59374618117853,BARAJAS,/contenido/actividades/CuentacuentosTiteresMarionetas,
10721858,Historia de la Mitolog�a contada a trav�s de los grandes genios III,326,1,0,,2018-06-25 00:00:00.0,2018-06-25 23:59:00.0,19:00,Ciclo Mitolog�a.  Ponente: Beatriz Jorge.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a13ebb427e5b3610VgnVCM2000001f4a900aRCRD,Actividades en el Centro Sociocultural Alberto S�nchez,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d38b051b722e1610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=20a43d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural Alberto S�nchez (Puente de Vallecas),444360,4471652,,,,/contenido/actividades/Fiestas,
10730407,Hoguera solsticio verano,327,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,23:59,Lugar: calle puerto Balbar�n con calle Ahijones.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2787ddf3e78f3610VgnVCM1000001d4a900aRCRD,Fiestas Madrid Sur,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9f5eddf3e78f3610VgnVCM1000001d4a900aRCRD,,,,,40.465101515879,-3.69376422732157,TETUAN,/contenido/actividades/Exposiciones,
10714362,Hora del cuento en el Huerto urbano Ventilla,328,1,1,X,2018-05-23 00:00:00.0,2018-06-20 23:59:00.0,18:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=dbb6d9d41ec83610VgnVCM2000001f4a900aRCRD,Hora del cuento en el Huerto urbano Ventilla,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=eca6d9d41ec83610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=74703d0b5e71c010VgnVCM1000000b205a0aRCRD,Biblioteca P�blica Municipal Mar�a Zambrano (Tetu�n),440857,4480052,40.4060959185717,-3.64653610706351,MORATALAZ,/contenido/actividades/Musica,"/usuario/Ni�os,/usuario/Familias"
10509344,Hora del cuento en la Biblioteca Gloria Fuertes,329,1,1,X,2017-10-18 00:00:00.0,2018-06-20 23:59:00.0,18:00,Un mi�rcoles al mes hasta junio nos reuniremos en la sala infantil para escuchar cuentos y hacer actividades l�dicas.  Edad de 5 a 10 a�os.  N�mero m�ximo de participantes: 12,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=26c6b963436ee510VgnVCM1000001d4a900aRCRD,Hora del cuento en la Biblioteca Gloria Fuertes,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e8bdb963436ee510VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1f64c2c6e051c010VgnVCM2000000c205a0aRCRD,Biblioteca P�blica Municipal Gloria Fuertes (Barajas),449661,4479046,40.3788537971283,-3.78196161130321,LATINA,/contenido/actividades/CircoMagia,"/usuario/Ni�os,/usuario/Familias"
10408212,Hora del vermut,330,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,13:00,"Sardinas, comida y bebida a precios populares, amenizado por el espect�culo 'Los Bufones'    Hora de 13 a 14:30 horas",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=87c593e0815cc510VgnVCM2000001f4a900aRCRD,Fiesta del Fuego,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c7572cbf3ee07510VgnVCM1000001d4a900aRCRD,,,,,40.3970746251159,-3.76648854748416,LATINA,/contenido/actividades/CursosTalleres,
10720501,III Sal�n de arte abstracto,331,0,1,"L,M,X,J,V,S",2018-06-04 00:00:00.0,2018-06-29 23:59:00.0,00:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0b990ddaa80b3610VgnVCM1000001d4a900aRCRD,III Sal�n de Arte Abstracto,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d3ffd21e730b3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=71cf0a47f441f010VgnVCM2000000c205a0aRCRD,Junta Municipal del Distrito de Tetu�n,441184,4479612,40.4522473796528,-3.65804022879119,CIUDAD LINEAL,/contenido/actividades/ProgramacionDestacadaAgendaCultura,
10718351,Il Cen�colo,332,1,0,,2018-06-19 00:00:00.0,2018-06-19 23:59:00.0,19:30,�Canta! �Toca! �Baila!  Actividades musicales con din�micas creativas.   Se repartir�n como m�ximo dos entradas por persona y desde una hora antes del comienzo de la actividad.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1cbe47231a6a3610VgnVCM1000001d4a900aRCRD,M�sica  en Moratalaz,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2b3482ad5a5a3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f3073d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural el Torito (Moratalaz),445141,4473033,,,ARGANZUELA,/contenido/actividades/Musica/RockPop,
10721771,Imaginaction,333,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,12:00,"Imaginaction, de la Compa��a Dreamakers.   Show de magia muy divertido ejecutado por un mago y dirigido a familiar, ni�os y adultos, realizando trucos maravillosos, siendo el n�mero m�s especial, cuando un ni�o sube al escenario y ayudado por los poderes m�gicos otorgados por el mago, hace aparecer una paloma de verdad, en vivo y en directo.  Recomendada para mayores de 6 a�os.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7e84b6b5fa5b3610VgnVCM2000001f4a900aRCRD,Programa de actividades en el Centro Cultural Miguel Hern�ndez (Latina),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9018d9fbe3c7f510VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=420a1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Miguel Hern�ndez (Latina),433622,4470101,40.3508711416228,-3.69150890925519,VILLAVERDE,/contenido/actividades/TeatroPerformance/ComediaMonologo,/usuario/Ni�os
10662757,Ingl�s infantil,334,1,1,"M,X,J",2018-05-22 00:00:00.0,2019-03-20 23:59:00.0,17:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e933418738342610VgnVCM1000001d4a900aRCRD,Ingl�s infantil,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6ff2418738342610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ec750a2153ef9210VgnVCM2000000c205a0aRCRD,Biblioteca P�blica Municipal �ngel Gonz�lez (Latina),434954,4472113,40.4249263476108,-3.68992085196634,SALAMANCA,/contenido/actividades/Musica/EtnicaBatucada,/usuario/Ni�os
10661551,Inma Paniagua,335,1,0,,2018-06-29 00:00:00.0,2018-06-29 23:59:00.0,19:00,M�SICA-COPLA    Canci�n espa�ola de mano de la cantante malague�a Inma Paniagua.   Edad recomendada : Todo p�blico.      Duraci�n  aproximada: 60  minutos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bfbc0bf14ae32610VgnVCM2000001f4a900aRCRD,Actividades Centro Cultural San Juan Bautista. Junio 2018.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2f518221a51e1610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=618b1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural San Juan Bautista (Ciudad Lineal),444202,4478162,40.4148286826956,-3.70016635995621,CENTRO,/contenido/actividades/ActividadesCalleArteUrbano,
10727019,Invencibles,336,1,0,,2018-06-29 00:00:00.0,2018-06-29 23:59:00.0,19:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=88ec2a451f9d3610VgnVCM1000001d4a900aRCRD,Invencibles,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=db2c2a451f9d3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4fec1d25e5356310VgnVCM2000000c205a0aRCRD,Parque Madrid R�o,0,0,,,,/contenido/actividades/Musica,
10710044,In-situ,337,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,19:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=35908dfea0273610VgnVCM2000001f4a900aRCRD,In-situ,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c669dbae2fd63610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=03f7cbf06c81c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural Santa Petronila (Villaverde),441277,4466932,40.4299684099902,-3.62218400103529,SAN BLAS-CANILLEJAS,/contenido/actividades/1ciudad21distritos,
10712122,IX Festival Mantras,338,0,1,"L,M,X,J,V,S,D",2018-06-22 00:00:00.0,2018-06-24 23:59:00.0,00:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=85c046d0b9283610VgnVCM1000001d4a900aRCRD,IX Festival Mantras,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=138f46d0b9283610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD,Fern�n G�mez Centro Cultural de la Villa,441476,4475151,40.4320021057147,-3.67092933307802,SALAMANCA,/contenido/actividades/Musica,
10728820,"Jardines ef�meros, jardines pintados",339,1,1,"L,M,X,J,V,S,D",2018-06-16 00:00:00.0,2018-06-17 23:59:00.0,00:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fb141e5d3aee3610VgnVCM2000001f4a900aRCRD,"Jardines ef�meros, jardines pintados",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0d331e5d3aee3610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6d3ce3914381c010VgnVCM1000000b205a0aRCRD,Teatro Espa�ol,440597,4474036,40.4023243271882,-3.67744600254894,RETIRO,,/usuario/Familias
10730835,Javier Perianes toca a Falla y Debussy,340,1,0,,2018-07-25 00:00:00.0,2018-07-25 23:59:00.0,21:15,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8b0c8ed8249f3610VgnVCM1000001d4a900aRCRD,Javier Perianes toca a Falla y Debussy,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=243b8ed8249f3610VgnVCM1000001d4a900aRCRD,,,,,,,,/contenido/actividades/ActividadesCalleArteUrbano,
